"id","question","answer_a","answer_b","answer_c","correct","media","points","category"
"10888","Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu podczas kontroli drogowej?","Pokwitowanie zatrzymania pozwolenia czasowego w okresie, w którym uprawnia ono do używania pojazdu.","Świadectwo zgodności WE.","Dowód rejestracyjny.","A","","1","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"10889","Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu, gdy na terytorium Rzeczypospolitej kierujesz pojazdem, który jest zarejestrowany za granicą?","Dokument dopuszczający pojazd do ruchu.","Dokument potwierdzający zawarcie umowy ubezpieczenia od nieszczęśliwych wypadków.","Kopię zaświadczenia o przeprowadzonym badaniu technicznym.","A","","1","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"10890","Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu, gdy na terytorium Rzeczypospolitej kierujesz pojazdem, który jest zarejestrowany za granicą?","Dowód własności pojazdu.","Dokument potwierdzający zawarcie umowy obowiązkowego ubezpieczenia odpowiedzialności cywilnej posiadacza pojazdu.","Dokument potwierdzający opłatę skarbową.","B","","1","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"10891","Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu, gdy na terytorium Rzeczypospolitej kierujesz pojazdem, który jest zarejestrowany za granicą?","Profesjonalny dowód rejestracyjny.","Dowód opłacenia składki za obowiązkowe ubezpieczenie odpowiedzialności cywilnej.","Dokument potwierdzający opłatę za korzystanie z autostrad i dróg ekspresowych.","B","","1","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"10892","Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu podczas kontroli drogowej?","Krajowe prawo jazdy.","Inny dokument stwierdzający uprawnienie do kierowania pojazdem niż wydane w kraju prawo jazdy.","Świadectwo kwalifikacji.","B","","1","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"10893","Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu podczas kontroli drogowej?","Orzeczenie lekarskie, jeżeli wykonujesz zarobkowy przewóz osób.","Pokwitowanie zatrzymania prawa jazdy w okresie, w którym upoważnia ono do kierowania.","Orzeczenie psychologiczne.","B","","1","B"
"10894","Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu podczas kontroli drogowej?","Orzeczenie psychologiczne, jeżeli wykonujesz zarobkowy przewóz osób.","Pokwitowanie zatrzymania prawa jazdy w okresie, w którym upoważnia ono do kierowania.","Orzeczenie lekarskie.","B","","1","B"
"10895","Jaki dokument jesteś zobowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu?","Dokument potwierdzający uczestnictwo w kursie kwalifikacji wstępnej.","Dokument stwierdzający uprawnienie do kierowania pojazdem inny niż wydane w kraju prawo jazdy.","Dokument stwierdzający ukończenie kursu z pierwszej pomocy przedmedycznej.","B","","1","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"10898","Za które naruszenie przepisów ruchu drogowego policjant zatrzyma prawo jazdy?","Za wyprzedzanie z naruszeniem pojedynczej linii ciągłej.","Za przewożenie osób w liczbie przekraczającej o dwa liczbę miejsc określoną w dowodzie rejestracyjnym samochodu osobowego.","Za wymijanie na przejeździe kolejowym.","B","","1","B"
"10899","Za które naruszenie przepisów ruchu drogowego policjant zatrzyma prawo jazdy?","Za wyprzedzanie przed przejściem dla pieszych, gdzie ruch jest kierowany.","Za przewożenie osób w liczbie przekraczającej o dwa liczbę miejsc określoną w pozwoleniu czasowym samochodu osobowego.","Za wymijanie na przejeździe dla rowerzystów.","B","","1","B"
"10930","Ile czasu jest ważne pokwitowanie zatrzymania polskiego prawa jazdy za przekroczenie prędkości o ponad 50 km/h w obszarze zabudowanym, które wydał Ci policjant?","12 godzin.","24 godziny.","72 godziny.","B","","1","A,B,C,D,A1,A2,B1,C1,D1"
"10931","Ile czasu jest ważne pokwitowanie zatrzymania przez policjanta prawa jazdy za przewożenie osób w liczbie przekraczającej o dwa liczbę miejsc określoną w dowodzie rejestracyjnym samochodu osobowego?","12 godzin.","24 godziny.","72 godziny.","B","","1","B"
"10960","Jak postąpi policjant, jeżeli podczas kontroli drogowej ujawni, że przekroczyłeś prędkość o więcej niż 50 km/h w obszarze zabudowanym, ale było to związane z ratowaniem ludzkiego życia?","Zatrzyma prawo jazdy.","Pouczy i skieruje na egzamin kontrolny.","Nie zatrzyma prawa jazdy.","C","","1","B,C,D,B1,C1,D1"
"10961","Jak postąpi policjant, jeżeli podczas kontroli drogowej ujawni, że przekroczyłeś prędkość o więcej niż 50 km/h w obszarze zabudowanym, ale było to związane z ratowaniem ludzkiego życia?","Zatrzyma prawo jazdy.","Skieruje na dodatkowe szkolenie.","Odstąpi od zatrzymania prawa jazdy.","C","","1","B,C,D,B1,C1,D1"
"10969","Czy przewożenie na przednim siedzeniu pojazdu dziecka o wzroście co najmniej 135 cm, zabezpieczonego jedynie pasami bezpieczeństwa, jest dozwolone?","Tak, ponieważ przepisy na to zezwalają, jeżeli ze względu na masę dziecka nie jest możliwe zapewnienie urządzenia przytrzymującego dla dziecka.","Nie, ponieważ przepisy dotyczące przewozu dzieci zezwalają na przewóz dzieci o wzroście co najmniej 135 cm bez fotelika lub innego urządzenia przytrzymującego dziecko tylko na tylnym siedzeniu pojazdu.","Tak, jeżeli pojazd nie jest wyposażony w tylne siedzenia.","B","","1","C"
"10992","W jakim przypadku możesz przewozić trzecie dziecko, o wzroście poniżej 135 cm, na tylnym siedzeniu samochodu osobowego lub ciężarowego, przytrzymywane jedynie pasami bezpieczeństwa?","Jeżeli dwoje dzieci przewożonych jest w fotelikach bezpieczeństwa i nie ma możliwości zainstalowania trzeciego fotelika, a trzecie dziecko ma ukończone 3 lata.","Tylko, jeżeli trzecie dziecko ma wzrost co najmniej 100 cm wzrostu.","Tylko, jeżeli trzecie dziecko ukończyło 15 lat.","A","","1","B,C"
"10994","Kiedy wolno przewozić samochodem ciężarowym, na przednim siedzeniu, dziecko mające poniżej 150 cm wzrostu, przytrzymywane jedynie za pomocą pasów bezpieczeństwa?","Jeżeli dziecko ma co najmniej 135 cm wzrostu.","Jeżeli w samochodzie tym nie ma możliwości zamontowania fotelika bezpieczeństwa.","Jeżeli dziecko ma zaświadczenie lekarskie o przeciwwskazaniu do przewożenia w foteliku bezpieczeństwa.","C","","1","B,C"
"10999","Który z wymienionych dokumentów musisz mieć przy sobie i okazywać na żądanie uprawnionego organu, gdy wykonujesz zarobkowy transport rzeczy samochodem ciężarowym o dopuszczalnej masie całkowitej powyżej 12 t?","Krajowe prawo jazdy.","Potwierdzenie zawarcia przez właściciela pojazdu umowy  obowiązkowego ubezpieczenia OC lub dowód opłaty składki za ubezpieczenie.","Pokwitowanie zatrzymania dowodu rejestracyjnego pojazdu w okresie, w którym upoważnia ono do  jego używania,","C","","1","C"
"11001","Który z wymienionych dokumentów kierujący pojazdem zarejestrowanym na terytorium RP musi mieć przy sobie i okazywać na żądanie uprawnionego organu?","Potwierdzenie opłacenia obowiązkowego ubezpieczenia odpowiedzialności cywilnej właściciela pojazdu.","Dowód rejestracyjny.","Jeśli kierujący ma uprawnienia do kierowania ograniczone do pojazdu wyposażonego w blokadę alkoholową - zaświadczenie o pozytywnym wyniku badania technicznego w tym zakresie.","C","","1","B,C,D"
"11003","Czy inspektor transportu drogowego podczas kontrolowania pojazdu, który wykonuje transport drogowy, ma prawo weryfikować dane o pojeździe w Centralnej Ewidencji Pojazdów?","Tak, w tym zakresie przysługują takie same prawa jak policji.","Nie, takie uprawnienia posiada tylko policja.","Nie, do weryfikacji danych o pojeździe w Centralnej Ewidencji Pojazdów uprawnione są tylko: policja, straż graniczna i służby celno-skarbowe.","A","","1","B,C,D"
"11005","Kto może zwrócić dowód rejestracyjny, w przypadku jego zatrzymania podczas kontroli ruchu drogowego, w związku ze stwierdzeniem, że pojazd zagraża porządkowi ruchu?","Jednostka upoważniona do przeprowadzania badań technicznych po przeprowadzeniu badania technicznego odpowiadającego przyczynie zatrzymania dowodu rejestracyjnego.","Straż Miejska.","Zarządca drogi.","A","","1","A,B,C,D"
"11017","Na jak długo zostanie zatrzymane prawo jazdy kierowcy, który przekroczył prędkość o więcej niż 50 km/h na obszarze zabudowanym?","Na 3 miesięce.","Na 6 miesięcy.","Na 1 miesiąc.","A","","1","A,B,C,D"
"11018","Na jak długo pokwitowanie zatrzymania prawa jazdy za przekroczenie dozwolonej prędkości na obszarze zabudowanym o więcej niż 50 km/h uprawnia do kierowania pojazdem?","Przez okres 24 godzin od chwili zatrzymania prawa jazdy.","Przez okres 7 dni od chwili zatrzymania prawa jazdy.","Przez okres 72 godzin od chwili zatrzymania prawa jazdy.","A","","1","A,B,C,D"
"11022","W jakim przypadku nie zostanie zatrzymane prawo jazdy za przekroczenie dozwolonej prędkości o więcej niż 50 km/h na obszarze zabudowanym?","Jeżeli kierujący pojazdem dopuścił się naruszenia działając w celu uchylenia bezpośredniego niebezpieczeństwa grożącego dobru chronionemu prawem.","Jeżeli jadący z tyłu kierowca drugim pojazdem za pomocą świateł ostrzegawczych i sygnału dźwiękowego dawał znaki do zwiększenia prędkości.","Jeżeli kierujący zwiększył prędkość w celu szybszego zjechania ze skrzyżowania dróg przy świecącym się sygnale zielonym.","A","","1","B,C,D"
"11028","Chcesz przewieźć dziecko na przednim siedzeniu pojazdu samochodowego wyposażonego w przednią poduszkę dla pasażera, która jest aktywna. W jaki sposób możesz to zrobić?","W foteliku bezpieczeństwa tyłem do kierunku jazdy.","W foteliku bezpieczeństwa przodem do kierunku jazdy.","W innym urządzeniu przytrzymującym dziecko tyłem do kierunku jazdy.","B","","1","B,C,D,B1,C1,D1"
"11029","Dokumentem stwierdzającym dopuszczenie do ruchu motocykla jest:","dowód rejestracyjny","prawo jazdy","dowód osobisty","A","","1","A"
"11037","Który z wymienionych dokumentów stwierdza dopuszczenie ciągnika rolniczego do ruchu drogowego?","Karta pojazdu.","Raport z Centralnej Ewidencji Pojazdów.","Pozwolenie czasowe.","C","","1","T"
"11041","Kierujący zarejestrowanym na terytorium RP ciągnikiem rolniczym z przyczepą jest obowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:","Dowód rejestracyjny ciągnika rolniczego.","Pokwitowanie zatrzymania dowodu rejestracyjnego ciągniętej przyczepy w okresie, w którym upoważnia ono do używania przyczepy.","Zaświadczenie o przeprowadzonym ostatnim badaniu technicznym ciągnika z wynikiem pozytywnym.","B","","1","T"
"11042","W jakim terminie właściciel ciągnika rolniczego jest zobowiązany odebrać decyzję o rejestracji pojazdu i dowód rejestracyjny?","30 dni od dnia złożenia wniosku o rejestrację pojazdu.","35 dni od dnia złożenia wniosku o rejestrację pojazdu.","30 dni od dnia pierwszego wyjazdu ciagnikiem rolniczym na drogę.","A","","1","T"
"11047","Jaki dokument stwierdza posiadanie uprawnienia do kierowania ciągnikiem rolniczym?","Wydane w kraju prawo jazdy kategorii T.","Karta pojazdu.","Wizerunek prawa jazdy w aplikacji mDokumenty.","A","","1","T"
"11059","Dokumentem stwierdzającym posiadanie uprawnienia do kierowania motocyklem jest:","Ważne prawo jazdy stosownie do rodzaju motocykla.","Wizerunek prawa jazdy w aplikacji mDokumenty.","Wydane w kraju pozwolenie czasowe.","A","","1","A"
"11060","Do kierowania którym z wymienionych pojazdów uprawnia prawo jazdy kategorii A1?","Pojazdem wolnobieżnym.","Motocyklem trójkołowym o mocy nieprzekraczającej 15 kW.","Czterokołowcem.","B","","1","A"
"11061","Posiadacz prawa jazdy kategorii A1 może kierować m. in.:","Pojazdem wolnobieżnym.","Motocyklem o mocy nieprzekraczającej 45kW i stosunku mocy do masy własnej nieprzekraczającym 0,2 kW/kg.","Czterokołowcem lekkim.","C","","1","A"
"11070","Osoba posiadająca prawo jazdy kategorii AM, A1, A2, A jest zobowiązana zawiadomić starostę o zniszczeniu tego dokumentu w stopniu powodującym nieczytelność w terminie:","30 dni od zaistnienia tego zdarzenia;","33 dni od zaistnienia tego zdarzenia;","14 dni od zaistnienia tego zdarzenia.","A","","1","A"
"11073","Starosta wydaje decyzję administracyjną o zatrzymaniu prawa jazdy kategorii A na okres 3 miesięcy, nadając jej rygor natychmiastowej wykonalności, jeżeli:","Kierujący motocyklem na obszarze zabudowanym przekroczył dopuszczalną prędkość o więcej niż 50 km/h.","Kierujący motocyklem na obszarze zabudowanym przekroczył dopuszczalną prędkość o 45 km/h.","Kierujący motocyklem na obszarze zabudowanym przekroczył dopuszczalną prędkość o 40 km/h.","A","","1","A"
"11075","Starosta wydaje decyzję administracyjną o zatrzymaniu prawa jazdy kat. A na okres 3 miesięcy, nadając jej rygor natychmiastowej wykonalności, jeżeli kierujący motocyklem porusza się na obszarze zabudowanym po drodze, na której występuje ograniczenie prędkości do 40 km/h:","z prędkością przekraczającą 90 km/h;","z prędkością 80 km/h;","z prędkością 70 km/h.","A","","1","A"
"11077","Starosta wydaje decyzję administracyjną o zatrzymaniu prawa jazdy kat. A na okres 3 miesięcy, nadając jej rygor natychmiastowej wykonalności, jeżeli kierujący motocyklem w strefie ograniczonej prędkości do 30 km/h:","porusza się z prędkością przekraczającą 80 km/h;","porusza się z prędkością 70 km/h;","porusza się z prędkością 60 km/h.","A","","1","A"
"11080","Starosta wydaje decyzję administracyjną o zatrzymaniu prawa jazdy kat. A na okres 3 miesięcy, nadając jej rygor natychmiastowej wykonalności, jeżeli:","kierujący motocyklem przewozi osoby w liczbie przekraczającej liczbę miejsc określoną w dowodzie rejestracyjnym motocykla;","kierujący motocyklem porusza się w ciągu dnia na obszarze zabudowanym z prędkością 90 km/h;","kierujący motocyklem porusza się na drodze ekspresowej z prędkością 180 km/h.","A","","1","A"
"11085","Jeżeli starosta wydał decyzję administracyjną o zatrzymaniu prawa jazdy kat. A na okres 3 miesięcy, to z uwagi na brak obowiązku posiadania podczas jazdy motocyklem prawa jazdy:","możesz kierować motocyklem tylko w granicach właściwego starostwa;","możesz kierować motocyklem tylko w granicach miejscowości stałego zamieszkania;","nie wolno Ci kierować motocyklem przez okres zatrzymania prawa jazdy.","C","","1","A"
"11307","Jak można zminimalizować zagrożenie kierując pojazdem podczas gęstej mgły?","Zwiększyć prędkość.","Zwiększyć odległość od poprzedzającego pojazdu.","Zmniejszyć odległość od poprzedzającego pojazdu.","B","mgla3-ztPIC.jpg","1","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"11309","Jakie negatywne skutki dla kierującego pojazdem może powodować zaśnieżenie lub oblodzenie jezdni?","Zwiększenie przyczepności opon do jezdni.","Zmniejszenie  przyczepności opon do jezdni.","Skrócenie drogi hamowania.","B","sniegidroga1-ztPIC.jpg","1","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"11310","Jakie negatywne skutki dla kierującego pojazdem może powodować zaśnieżenie lub oblodzenie jezdni?","Zwiększone ryzyko poślizgu.","Zwiększenie przyczepności opon do jezdni.","Skrócenie drogi hamowania.","A","sniegidroga2-ztPIC.jpg","1","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"11314","Jakie zachowanie zwiększa ryzyko wpadnięcia w poślizg na oblodzonej nawierzchni jezdni?","Nagłe intensywne hamowanie.","Hamowanie silnikiem.","Jazda ze stałą prędkością.","A","sniegidroga1-ztPIC.jpg","1","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"11315","Jakie zachowanie zwiększa ryzyko wpadnięcia w poślizg na oblodzonej nawierzchni jezdni?","Jazda na trzecim biegu.","Nagłe zwiększenie prędkości.","Zmiana biegu na niższy.","B","sniegidroga2-ztPIC.jpg","1","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"11316","Jakie zachowanie zwiększa ryzyko wpadnięcia w poślizg na oblodzonej nawierzchni jezdni?","Jazda ze stałą prędkością.","Hamowanie silnikiem.","Gwałtowne skręcenie kierownicy.","C","sniegidroga3-ztPIC.jpg","1","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"11317","Jakie zachowanie zwiększa ryzyko wpadnięcia w poślizg na oblodzonej nawierzchni jezdni?","Utrzymanie zbyt wysokiej prędkości, zwłaszcza na zakręcie.","Jazda ze stałą prędkością.","Jazda na drugim biegu.","A","sniegidroga2-ztPIC.jpg","1","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"11422","Czego nie należy robić oceniając stan świadomości poszkodowanego?","Polewać mu twarzy wodą.","Sprawdzać czy reaguje na głos.","Lekko potrząsać za barki.","A","5D116.jpg","1","C,C1"
